State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience
NM,Middle,Rural,250to499,Math,White,Female,16Plus
NM,Elementary,Suburban,250to499,NatSci,White,Female,3to9
AL,Middle,Suburban,250to499,ELA,White,Female,3to9
CA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
LA,Elementary,Rural,250to499,NatSci,White,Female,3to9
NE,Elementary,Urban,250to499,Math,Black,Female,Lessthan3
WI,Elementary,Rural,250to499,Math,White,Female,10to15
NM,Elementary,Town,500to999,ELA,White,Male,10to15
SC,High,Town,500to999,ELA,White,Female,3to9
OH,Middle,Town,500to999,Math,White,Female,16Plus
NY,Elementary,Suburban,250to499,Math,White,Female,3to9
UT,High,Urban,500to999,ELA,White,Female,16Plus
TX,Elementary,Urban,500to999,NatSci,Hispanic,Female,10to15
KY,Middle,Rural,1000Plus,Math,White,Female,10to15
NY,High,Rural,250to499,Math,White,Male,10to15
TX,High,Town,250to499,Math,White,Female,16Plus
NY,Middle,Town,1000Plus,Math,White,Female,10to15
TX,Elementary,Rural,500to999,Math,White,Female,16Plus
NC,Middle,Suburban,500to999,ELA,Hispanic,Male,16Plus
FL,High,Suburban,250to499,Math,White,Female,16Plus
TN,High,Suburban,500to999,ELA,White,Female,10to15
FL,Elementary,Suburban,500to999,Math,White,Female,16Plus
NE,Elementary,Suburban,Lessthan250,Math,White,Female,10to15
TX,Elementary,Suburban,250to499,ELA,White,Male,3to9
KY,High,Urban,250to499,NatSci,Black,Female,10to15
CO,High,Urban,500to999,Math,White,Female,3to9
CO,Elementary,Rural,500to999,Math,Hispanic,Female,16Plus
AR,Middle,Urban,500to999,ELA,White,Male,10to15
FL,Elementary,Urban,250to499,ELA,White,Male,16Plus
AL,Elementary,Town,250to499,ELA,White,Female,16Plus
WI,Elementary,Urban,500to999,Math,White,Female,3to9
RI,Elementary,Rural,1000Plus,ELA,Black,Female,10to15
VT,High,Suburban,250to499,Math,Multirace,Male,10to15
OH,Elementary,Suburban,500to999,Math,White,Female,16Plus
IL,Middle,Suburban,500to999,ELA,White,Male,16Plus
MA,Elementary,Urban,500to999,ELA,White,Female,16Plus
MA,Middle,Suburban,1000Plus,Math,White,Female,10to15
TX,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
GA,Elementary,Urban,500to999,ELA,Black,Female,16Plus
WI,High,Urban,1000Plus,Math,White,Female,16Plus
MS,Elementary,Urban,500to999,NatSci,Hispanic,Male,3to9
NE,High,Suburban,250to499,NatSci,White,Female,10to15
AR,High,Town,1000Plus,Math,White,Female,3to9
CA,Middle,Suburban,250to499,NatSci,White,Female,16Plus
LA,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
NY,Elementary,Suburban,250to499,ELA,White,Female,10to15
MI,High,Rural,500to999,Math,White,Female,16Plus
GA,High,Rural,500to999,NatSci,Other,Female,10to15
CA,High,Town,250to499,Math,White,Female,Lessthan3
MA,High,Town,500to999,NatSci,Black,Female,3to9
WI,Elementary,Urban,250to499,NatSci,White,Female,16Plus
RI,High,Urban,500to999,Math,White,Female,16Plus
LA,Elementary,Suburban,1000Plus,Math,Hispanic,Female,10to15
LA,Middle,Suburban,250to499,ELA,White,Female,16Plus
LA,Middle,Suburban,1000Plus,ELA,White,Female,3to9
KY,Elementary,Suburban,250to499,Math,White,Female,10to15
LA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
CO,Elementary,Urban,250to499,ELA,White,Female,16Plus
CA,High,Rural,500to999,NatSci,White,Female,10to15
WI,High,Town,250to499,ELA,White,Female,10to15
NY,High,Suburban,500to999,NatSci,White,Female,3to9
RI,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9
WV,High,Suburban,500to999,NatSci,White,Male,10to15
TX,Elementary,Urban,250to499,ELA,Black,Female,3to9
LA,Elementary,Urban,1000Plus,NatSci,White,Female,Lessthan3
AL,Elementary,Town,500to999,ELA,White,Female,10to15
DE,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
NE,Middle,Urban,1000Plus,NatSci,White,Female,3to9
NE,Elementary,Suburban,500to999,NatSci,White,Male,16Plus
TX,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
RI,Middle,Suburban,1000Plus,ELA,White,Female,3to9
LA,High,Suburban,1000Plus,Math,White,Female,10to15
NM,High,Urban,250to499,NatSci,White,Female,10to15
OK,High,Rural,500to999,Math,White,Female,3to9
AR,Middle,Rural,1000Plus,ELA,NHPI,Female,16Plus
DE,Elementary,Urban,500to999,Math,White,Female,10to15
CA,Elementary,Suburban,500to999,NatSci,White,Male,16Plus
MA,Elementary,Urban,250to499,Math,White,Female,10to15
RI,Elementary,Urban,250to499,Math,White,Female,10to15
OH,Elementary,Urban,500to999,Math,White,Female,3to9
NY,Elementary,Town,1000Plus,ELA,White,Female,3to9
NY,Elementary,Rural,500to999,NatSci,White,Female,10to15
AR,Middle,Rural,500to999,Math,White,Female,3to9
WI,Middle,Urban,250to499,ELA,White,Female,3to9
IL,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus
MN,Middle,Rural,1000Plus,ELA,White,Female,10to15
OH,Elementary,Town,500to999,NatSci,White,Female,10to15
MS,High,Suburban,250to499,Math,White,Female,3to9
FL,High,Suburban,500to999,NatSci,White,Female,16Plus
KY,High,Suburban,1000Plus,ELA,White,Male,3to9
MS,High,Suburban,Lessthan250,Math,White,Male,16Plus
NM,High,Urban,500to999,ELA,White,Female,10to15
LA,Elementary,Town,250to499,NatSci,Hispanic,Female,16Plus
NE,High,Rural,250to499,Math,White,Female,3to9
KY,High,Urban,250to499,NatSci,White,Female,16Plus
DE,Elementary,Town,500to999,NatSci,White,Female,10to15
NE,Middle,Rural,250to499,ELA,White,Female,16Plus
WI,Elementary,Suburban,500to999,ELA,White,Female,16Plus
WV,Elementary,Rural,500to999,ELA,White,Female,16Plus
KY,Elementary,Urban,250to499,ELA,White,Female,16Plus
MA,High,Town,250to499,NatSci,White,Female,10to15
NC,Middle,Town,1000Plus,ELA,White,Female,16Plus
CA,Elementary,Urban,500to999,Math,Black,Female,16Plus
FL,High,Suburban,500to999,ELA,White,Female,16Plus
AR,Elementary,Town,1000Plus,NatSci,White,Female,10to15
RI,Elementary,Rural,500to999,Math,White,Female,16Plus
IN,High,Suburban,500to999,ELA,White,Male,3to9
KY,High,Rural,1000Plus,ELA,Hispanic,Male,10to15
OH,High,Urban,1000Plus,Math,White,Female,16Plus
TX,High,Town,250to499,ELA,White,Female,10to15
DE,Elementary,Suburban,250to499,ELA,White,Female,3to9
IL,Elementary,Urban,Lessthan250,Math,White,Female,16Plus
MS,Elementary,Town,500to999,ELA,White,Male,10to15
OH,Elementary,Suburban,500to999,ELA,White,Female,16Plus
MA,Middle,Town,1000Plus,ELA,White,Female,16Plus
TX,High,Urban,Lessthan250,ELA,White,Female,10to15
WV,Middle,Town,1000Plus,NatSci,White,Male,16Plus
NE,High,Suburban,500to999,ELA,White,Female,16Plus
NJ,Elementary,Suburban,250to499,NatSci,White,Female,3to9
AR,High,Suburban,250to499,ELA,White,Male,Lessthan3
AR,Elementary,Urban,500to999,ELA,White,Female,16Plus
KY,Elementary,Urban,500to999,ELA,White,Female,3to9
RI,Middle,Urban,250to499,NatSci,White,Female,10to15
TX,Elementary,Rural,Lessthan250,NatSci,White,Male,3to9
WI,Elementary,Suburban,1000Plus,NatSci,Other,Female,10to15
LA,Elementary,Suburban,1000Plus,ELA,Hispanic,Female,10to15
MA,High,Urban,500to999,Math,White,Female,3to9
CO,High,Town,1000Plus,ELA,White,Female,16Plus
MA,Elementary,Urban,1000Plus,Math,White,Female,16Plus
MD,High,Town,500to999,NatSci,White,Female,10to15
MS,Elementary,Urban,250to499,Math,Black,Female,10to15
NY,High,Rural,250to499,NatSci,White,Female,16Plus
LA,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
NJ,High,Suburban,250to499,ELA,White,Female,16Plus
RI,Elementary,Rural,500to999,ELA,White,Female,16Plus
NY,High,Urban,500to999,ELA,White,Female,10to15
SC,Elementary,Suburban,250to499,ELA,White,Female,3to9
CO,High,Rural,500to999,ELA,White,Female,10to15
KY,High,Urban,250to499,Math,Black,Female,16Plus
OK,Elementary,Urban,1000Plus,Math,White,Female,16Plus
SC,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
CA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
FL,Elementary,Rural,1000Plus,Math,White,Female,16Plus
VA,Elementary,Urban,500to999,ELA,White,Male,16Plus
MA,High,Rural,500to999,ELA,White,Female,16Plus
CA,Elementary,Urban,250to499,NatSci,Hispanic,Female,16Plus
LA,High,Town,500to999,ELA,White,Female,16Plus
WI,Middle,Suburban,1000Plus,ELA,Other,Male,16Plus
NE,High,Urban,500to999,NatSci,White,Female,10to15
RI,Middle,Urban,500to999,Math,Black,Male,16Plus
RI,Elementary,Urban,250to499,NatSci,White,Female,16Plus
MS,Elementary,Urban,500to999,ELA,White,Female,10to15
CA,High,Urban,1000Plus,Math,Multirace,Female,16Plus
RI,High,Urban,500to999,ELA,White,Female,10to15
TN,Elementary,Rural,500to999,NatSci,Hispanic,Female,10to15
NY,High,Rural,1000Plus,Math,White,Female,16Plus
MS,Middle,Rural,Lessthan250,ELA,White,Female,3to9
KY,High,Urban,250to499,NatSci,White,Female,16Plus
AZ,Elementary,Suburban,500to999,ELA,Multirace,Female,Lessthan3
FL,Elementary,Rural,250to499,Math,White,Female,3to9
VA,High,Urban,1000Plus,Math,Hispanic,Female,16Plus
MS,High,Urban,500to999,Math,White,Male,3to9
RI,Elementary,Suburban,500to999,ELA,White,Female,16Plus
VA,Middle,Town,500to999,NatSci,White,Male,3to9
TX,Middle,Suburban,1000Plus,Math,Hispanic,Female,16Plus
LA,High,Town,500to999,ELA,White,Female,16Plus
LA,Elementary,Suburban,500to999,ELA,Hispanic,Male,16Plus
TX,Elementary,Suburban,250to499,ELA,White,Female,16Plus
CA,High,Suburban,250to499,NatSci,White,Male,16Plus
GA,Elementary,Town,500to999,NatSci,White,Female,10to15
OR,Elementary,Rural,250to499,Math,White,Female,3to9
LA,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9
NY,Elementary,Urban,500to999,Math,NHPI,Male,16Plus
TX,High,Town,250to499,ELA,White,Female,3to9
OH,High,Rural,500to999,NatSci,White,Female,10to15
MA,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
TN,Elementary,Urban,500to999,NatSci,White,Female,3to9
NC,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
LA,Elementary,Town,500to999,Math,White,Female,16Plus
RI,High,Urban,250to499,Math,White,Female,3to9
WI,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
IL,High,Town,500to999,ELA,White,Male,16Plus
MA,Middle,Suburban,250to499,NatSci,White,Female,10to15
OH,High,Rural,250to499,NatSci,Hispanic,Female,16Plus
MS,Elementary,Town,500to999,NatSci,White,Male,16Plus
NY,High,Town,500to999,ELA,White,Female,3to9
CA,High,Suburban,500to999,ELA,White,Male,10to15
LA,Elementary,Urban,1000Plus,NatSci,White,Female,10to15
FL,High,Rural,Lessthan250,Math,White,Male,16Plus
DE,Elementary,Suburban,250to499,ELA,White,Female,3to9
GA,Middle,Suburban,250to499,ELA,White,Female,16Plus
MS,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus
WI,Elementary,Town,1000Plus,Math,White,Female,16Plus
VA,High,Suburban,250to499,Math,Black,Female,3to9
MS,High,Urban,500to999,ELA,White,Female,3to9
AR,High,Suburban,500to999,ELA,White,Female,10to15
AR,Elementary,Suburban,1000Plus,Math,White,Male,16Plus
NM,Middle,Urban,500to999,ELA,White,Female,3to9
IL,High,Rural,250to499,ELA,Black,Male,16Plus
NM,Elementary,Town,250to499,NatSci,White,Female,10to15
NY,Middle,Suburban,500to999,ELA,Black,Female,3to9
LA,Middle,Suburban,250to499,ELA,White,Female,16Plus
OH,Elementary,Suburban,500to999,ELA,White,Female,3to9
TN,Elementary,Rural,500to999,NatSci,White,Female,16Plus
WI,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
NM,High,Suburban,1000Plus,Math,White,Female,10to15
RI,Middle,Suburban,1000Plus,ELA,White,Female,10to15
RI,Elementary,Town,1000Plus,ELA,White,Female,3to9
AR,Elementary,Suburban,250to499,ELA,White,Male,10to15
NE,High,Town,1000Plus,NatSci,White,Female,3to9
NY,Elementary,Rural,500to999,Math,Black,Female,3to9
FL,High,Town,250to499,Math,White,Female,16Plus
LA,Middle,Town,250to499,ELA,White,Female,3to9
NC,Middle,Suburban,1000Plus,ELA,White,Female,3to9
WI,Elementary,Suburban,500to999,ELA,White,Male,16Plus
TX,Elementary,Urban,1000Plus,Math,White,Female,3to9
KY,High,Rural,250to499,Math,White,Male,16Plus
CA,High,Suburban,500to999,ELA,White,Female,16Plus
SC,Elementary,Urban,1000Plus,NatSci,Hispanic,Male,10to15
AR,Middle,Urban,500to999,NatSci,White,Male,3to9
KY,Elementary,Suburban,1000Plus,Math,White,Female,3to9
DE,Middle,Rural,1000Plus,NatSci,White,Male,16Plus
LA,High,Suburban,250to499,NatSci,White,Female,16Plus
KY,Middle,Rural,250to499,Math,White,Female,3to9
WI,Elementary,Urban,250to499,NatSci,White,Male,3to9
FL,High,Urban,250to499,NatSci,White,Male,10to15
LA,High,Rural,500to999,Math,White,Male,3to9
MA,Elementary,Rural,1000Plus,ELA,White,Female,3to9
NY,High,Urban,500to999,ELA,White,Female,16Plus
CA,Middle,Rural,500to999,ELA,White,Female,10to15
LA,Elementary,Suburban,250to499,ELA,Hispanic,Female,3to9
OH,Middle,Rural,250to499,ELA,Asian,Female,16Plus
CO,Elementary,Urban,500to999,NatSci,White,Female,10to15
WI,Middle,Suburban,250to499,Math,Black,Male,3to9
OH,High,Suburban,Lessthan250,Math,White,Male,16Plus
MA,Elementary,Urban,250to499,Math,White,Female,16Plus
DE,Elementary,Suburban,500to999,NatSci,White,Female,3to9
FL,Elementary,Rural,1000Plus,ELA,White,Female,3to9
NE,Middle,Suburban,250to499,ELA,White,Male,10to15
CA,Elementary,Town,250to499,NatSci,White,Female,Lessthan3
LA,Elementary,Suburban,250to499,Math,Hispanic,Female,16Plus
MS,High,Town,500to999,NatSci,White,Female,16Plus
LA,Elementary,Urban,500to999,NatSci,White,Female,16Plus
DE,Middle,Suburban,500to999,NatSci,White,Female,3to9
NY,High,Suburban,500to999,ELA,White,Female,3to9
DE,Elementary,Suburban,250to499,NatSci,White,Female,3to9
AR,High,Urban,1000Plus,ELA,White,Female,10to15
KY,High,Town,250to499,NatSci,White,Male,10to15
KS,Elementary,Urban,250to499,Math,Asian,Female,3to9
OH,Middle,Town,1000Plus,NatSci,White,Male,3to9
NJ,High,Suburban,250to499,ELA,White,Female,10to15
GA,High,Urban,Lessthan250,NatSci,White,Female,10to15
NY,Elementary,Urban,250to499,ELA,White,Female,10to15
CA,High,Suburban,1000Plus,ELA,Other,Male,16Plus
VA,Elementary,Urban,500to999,NatSci,White,Female,16Plus
MT,Elementary,Suburban,1000Plus,Math,Hispanic,Female,10to15
TX,Middle,Suburban,500to999,NatSci,White,Female,3to9
FL,Elementary,Rural,500to999,Math,Black,Female,3to9
GA,Elementary,Urban,250to499,Math,White,Female,3to9
VA,High,Urban,500to999,ELA,White,Female,10to15
OH,Elementary,Rural,250to499,ELA,White,Male,16Plus
SC,Elementary,Suburban,Lessthan250,ELA,White,Female,3to9
OH,High,Town,500to999,Math,White,Female,3to9
WI,High,Suburban,500to999,NatSci,White,Female,3to9
NC,Middle,Urban,1000Plus,ELA,Asian,Female,10to15
KY,Elementary,Town,1000Plus,Math,White,Female,10to15
WV,Middle,Suburban,1000Plus,ELA,Hispanic,Female,16Plus
KY,High,Town,1000Plus,NatSci,White,Female,3to9
FL,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
TX,Elementary,Urban,500to999,Math,White,Female,10to15
OH,Middle,Urban,1000Plus,NatSci,White,Female,10to15
FL,Elementary,Urban,500to999,ELA,White,Female,16Plus
WV,Middle,Urban,250to499,NatSci,White,Female,16Plus
CO,High,Urban,1000Plus,ELA,White,Female,16Plus
LA,High,Suburban,500to999,ELA,White,Female,16Plus
GA,High,Urban,500to999,Math,White,Male,16Plus
SC,High,Suburban,1000Plus,Math,White,Female,16Plus
KY,Elementary,Suburban,500to999,Math,White,Female,10to15
TX,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
NY,Middle,Urban,250to499,NatSci,White,Female,16Plus
MA,High,Suburban,500to999,Math,White,Female,16Plus
OH,Elementary,Rural,Lessthan250,NatSci,White,Female,10to15
PA,Middle,Urban,1000Plus,ELA,White,Female,16Plus
WI,High,Suburban,250to499,Math,White,Female,3to9
TX,High,Town,500to999,Math,White,Female,10to15
AR,Middle,Suburban,500to999,ELA,White,Female,16Plus
NE,Elementary,Urban,250to499,ELA,Hispanic,Female,10to15
TX,Middle,Town,250to499,ELA,White,Male,16Plus
KY,High,Rural,500to999,ELA,White,Female,16Plus
TX,Elementary,Town,500to999,ELA,White,Female,3to9
NE,Elementary,Town,Lessthan250,ELA,White,Female,16Plus
CA,High,Town,1000Plus,Math,White,Female,3to9
NY,Elementary,Rural,250to499,Math,White,Female,3to9
KY,Elementary,Rural,250to499,ELA,Black,Female,10to15
TX,Elementary,Suburban,500to999,ELA,White,Female,3to9
WI,High,Rural,250to499,Math,White,Female,10to15
IL,Middle,Suburban,250to499,NatSci,White,Female,16Plus
KY,Middle,Urban,500to999,NatSci,White,Female,16Plus
FL,High,Suburban,250to499,Math,Black,Female,16Plus
WI,High,Suburban,Lessthan250,NatSci,White,Female,16Plus
FL,High,Urban,1000Plus,ELA,White,Female,10to15
OK,High,Urban,1000Plus,NatSci,Black,Female,10to15
DE,Elementary,Rural,500to999,ELA,White,Female,16Plus
NM,High,Suburban,500to999,Math,White,Female,16Plus
RI,Elementary,Urban,500to999,ELA,White,Female,16Plus
FL,High,Urban,1000Plus,ELA,White,Male,16Plus
NY,High,Town,500to999,ELA,White,Female,10to15
NY,Middle,Suburban,Lessthan250,NatSci,White,Female,10to15
RI,Elementary,Rural,1000Plus,ELA,Asian,Female,16Plus
LA,Elementary,Rural,500to999,Math,White,Female,10to15
IL,Elementary,Town,1000Plus,NatSci,White,Female,16Plus
OH,Elementary,Rural,Lessthan250,Math,White,Female,16Plus
OK,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
NY,Middle,Town,500to999,NatSci,White,Female,16Plus
TX,High,Rural,250to499,ELA,White,Female,16Plus
NY,Middle,Rural,500to999,ELA,White,Female,16Plus
WI,Elementary,Rural,250to499,Math,Multirace,Female,10to15
KY,High,Urban,Lessthan250,NatSci,White,Female,16Plus
CA,Elementary,Rural,500to999,ELA,White,Female,10to15
OH,Elementary,Suburban,1000Plus,ELA,White,Male,10to15
MA,Middle,Suburban,1000Plus,Math,White,Female,3to9
NY,Middle,Urban,500to999,ELA,White,Male,10to15
WV,Elementary,Rural,500to999,ELA,White,Female,16Plus
NE,High,Suburban,1000Plus,ELA,White,Female,3to9
KY,Elementary,Urban,1000Plus,ELA,White,Female,10to15
MS,Middle,Suburban,500to999,ELA,White,Female,3to9
OK,High,Rural,500to999,NatSci,White,Female,16Plus
TX,Elementary,Suburban,Lessthan250,ELA,White,Female,3to9
RI,High,Urban,1000Plus,Math,White,Male,16Plus
TX,High,Urban,500to999,NatSci,Hispanic,Male,16Plus
OH,High,Suburban,250to499,Math,White,Female,3to9
NY,Elementary,Urban,500to999,Math,White,Male,3to9
NY,Elementary,Suburban,500to999,ELA,White,Female,10to15
MS,Elementary,Urban,250to499,ELA,White,Female,10to15
MD,Elementary,Suburban,500to999,Math,White,Male,16Plus
DE,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
SC,Middle,Suburban,250to499,Math,White,Female,10to15
WI,Elementary,Town,500to999,Math,Hispanic,Female,10to15
PA,Elementary,Town,250to499,NatSci,Multirace,Female,3to9
ID,High,Urban,500to999,ELA,White,Female,3to9
FL,Middle,Suburban,Lessthan250,NatSci,White,Female,16Plus
NC,Elementary,Rural,500to999,NatSci,Black,Female,3to9
TN,Elementary,Town,500to999,Math,White,Female,16Plus
DE,Elementary,Urban,Lessthan250,ELA,Black,Female,10to15
TX,Elementary,Urban,250to499,Math,White,Female,3to9
TX,High,Town,Lessthan250,ELA,White,Female,16Plus
CA,Middle,Suburban,1000Plus,Math,White,Female,16Plus
NY,High,Suburban,500to999,ELA,White,Female,3to9
RI,Elementary,Rural,500to999,NatSci,White,Female,16Plus
IL,High,Urban,1000Plus,NatSci,White,Female,16Plus
CA,Elementary,Urban,1000Plus,Math,White,Female,10to15
FL,Middle,Suburban,500to999,ELA,White,Female,16Plus
AR,Elementary,Rural,500to999,ELA,White,Male,3to9
MA,Elementary,Rural,500to999,ELA,White,Female,3to9
AR,High,Urban,250to499,ELA,White,Female,16Plus
KY,Middle,Rural,500to999,NatSci,White,Female,10to15
MS,Elementary,Rural,500to999,NatSci,White,Male,3to9
NH,Elementary,Suburban,250to499,Math,White,Female,10to15
CA,Elementary,Urban,1000Plus,NatSci,White,Female,3to9
VA,High,Suburban,500to999,NatSci,White,Male,10to15
CT,Elementary,Rural,500to999,ELA,White,Female,3to9
AL,Elementary,Suburban,500to999,Math,White,Female,10to15
MS,Middle,Suburban,Lessthan250,NatSci,White,Female,3to9
TN,Elementary,Suburban,250to499,ELA,White,Female,16Plus
SD,Elementary,Suburban,1000Plus,ELA,Black,Female,16Plus
CA,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
TN,Elementary,Urban,250to499,Math,White,Female,16Plus
OH,High,Suburban,Lessthan250,ELA,White,Female,3to9
MS,Elementary,Suburban,250to499,Math,White,Female,3to9
FL,Middle,Urban,1000Plus,Math,White,Female,3to9
KY,Elementary,Rural,500to999,ELA,White,Female,16Plus
KY,Elementary,Rural,500to999,NatSci,Hispanic,Female,10to15
TN,Elementary,Town,250to499,NatSci,Hispanic,Female,16Plus
NE,High,Suburban,250to499,Math,White,Female,16Plus
AZ,High,Urban,500to999,NatSci,White,Female,16Plus
WI,High,Rural,500to999,ELA,Black,Female,16Plus
FL,Elementary,Urban,1000Plus,Math,White,Female,3to9
MS,Elementary,Urban,500to999,ELA,White,Female,3to9
TX,Elementary,Urban,500to999,NatSci,Other,Male,3to9
DE,Middle,Town,250to499,NatSci,White,Female,16Plus
NE,Elementary,Suburban,250to499,NatSci,White,Female,10to15
NM,Elementary,Urban,250to499,Math,White,Female,16Plus
NY,High,Suburban,250to499,Math,White,Female,16Plus
KS,Elementary,Urban,250to499,Math,Black,Female,16Plus
LA,High,Urban,1000Plus,ELA,White,Female,3to9
NM,Middle,Rural,500to999,Math,White,Female,3to9
DE,Elementary,Suburban,500to999,ELA,White,Male,10to15
RI,Elementary,Rural,500to999,NatSci,White,Female,16Plus
TX,Middle,Urban,250to499,ELA,White,Female,3to9
FL,Middle,Rural,Lessthan250,Math,Black,Female,16Plus
CA,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
PA,Elementary,Suburban,500to999,NatSci,White,Male,16Plus
NY,Elementary,Town,250to499,Math,White,Female,16Plus
FL,Middle,Suburban,500to999,ELA,White,Female,3to9
AR,High,Suburban,250to499,Math,White,Female,3to9
