State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience,pop_total
NE,Middle,Rural,1000Plus,NatSci,White,Female,10to15,9
NE,Middle,Rural,1000Plus,NatSci,White,Female,16Plus,6
NE,Middle,Rural,250to499,ELA,White,Female,10to15,12
NE,Middle,Rural,250to499,ELA,White,Female,16Plus,4
NE,Middle,Rural,250to499,Math,White,Female,10to15,5
NE,Middle,Rural,250to499,NatSci,White,Female,16Plus,5
NE,Middle,Rural,500to999,ELA,Black,Female,3to9,12
NE,Middle,Rural,500to999,Math,White,Female,10to15,2
NE,Middle,Rural,500to999,Math,White,Female,16Plus,19
NE,Middle,Rural,500to999,Math,White,Male,3to9,21
NE,Middle,Rural,500to999,NatSci,White,Female,3to9,9
NE,Middle,Rural,500to999,NatSci,White,Female,10to15,8
NE,Middle,Rural,500to999,NatSci,White,Female,16Plus,18
NE,Middle,Rural,Lessthan250,ELA,White,Female,16Plus,18
NE,Middle,Suburban,1000Plus,ELA,White,Female,3to9,19
NE,Middle,Suburban,1000Plus,ELA,White,Female,10to15,9
NE,Middle,Suburban,1000Plus,ELA,White,Female,16Plus,16
NE,Middle,Suburban,1000Plus,Math,White,Female,16Plus,19
NE,Middle,Suburban,1000Plus,Math,White,Male,3to9,9
NE,Middle,Suburban,1000Plus,NatSci,White,Female,10to15,10
NE,Middle,Suburban,250to499,ELA,White,Male,10to15,7
NE,Middle,Suburban,250to499,Math,White,Female,10to15,13
NE,Middle,Suburban,250to499,Math,White,Female,16Plus,11
NE,Middle,Suburban,250to499,Math,White,Male,3to9,14
NE,Middle,Suburban,250to499,NatSci,White,Female,3to9,11
NE,Middle,Suburban,250to499,NatSci,White,Female,16Plus,15
NE,Middle,Suburban,500to999,ELA,Black,Female,10to15,15
NE,Middle,Suburban,500to999,ELA,White,Female,Lessthan3,12
NE,Middle,Suburban,500to999,ELA,White,Female,16Plus,9
NE,Middle,Suburban,500to999,Math,Hispanic,Female,16Plus,15
NE,Middle,Suburban,500to999,Math,White,Female,3to9,8
NE,Middle,Suburban,500to999,Math,White,Female,10to15,23
NE,Middle,Suburban,500to999,Math,White,Female,16Plus,16
NE,Middle,Suburban,500to999,Math,White,Male,3to9,21
NE,Middle,Suburban,500to999,Math,White,Male,10to15,17
NE,Middle,Suburban,500to999,Math,White,Male,16Plus,20
NE,Middle,Suburban,500to999,NatSci,White,Female,3to9,4
NE,Middle,Suburban,500to999,NatSci,White,Female,10to15,9
NE,Middle,Suburban,500to999,NatSci,White,Male,3to9,8
NE,Middle,Suburban,Lessthan250,ELA,White,Female,3to9,15
NE,Middle,Suburban,Lessthan250,ELA,White,Female,16Plus,13
NE,Middle,Suburban,Lessthan250,Math,White,Female,3to9,6
NE,Middle,Town,1000Plus,Math,White,Male,10to15,15
NE,Middle,Town,250to499,ELA,White,Female,16Plus,16
NE,Middle,Town,250to499,Math,White,Female,10to15,19
NE,Middle,Town,250to499,Math,White,Male,10to15,15
NE,Middle,Town,500to999,ELA,White,Female,16Plus,13
NE,Middle,Town,500to999,Math,Black,Female,3to9,12
NE,Middle,Urban,1000Plus,ELA,White,Female,3to9,4
NE,Middle,Urban,1000Plus,ELA,White,Female,16Plus,10
NE,Middle,Urban,1000Plus,ELA,White,Male,16Plus,5
NE,Middle,Urban,1000Plus,NatSci,White,Female,3to9,8
NE,Middle,Urban,250to499,ELA,White,Female,3to9,25
NE,Middle,Urban,250to499,ELA,White,Male,10to15,22
NE,Middle,Urban,250to499,Math,White,Female,10to15,11
NE,Middle,Urban,250to499,NatSci,Hispanic,Female,3to9,13
NE,Middle,Urban,250to499,NatSci,White,Female,3to9,13
NE,Middle,Urban,250to499,NatSci,White,Female,16Plus,5
NE,Middle,Urban,250to499,NatSci,White,Male,16Plus,5
NE,Middle,Urban,500to999,ELA,Black,Female,16Plus,10
NE,Middle,Urban,500to999,ELA,Hispanic,Female,3to9,5
NE,Middle,Urban,500to999,ELA,Multirace,Female,3to9,8
NE,Middle,Urban,500to999,ELA,White,Female,3to9,11
NE,Middle,Urban,500to999,ELA,White,Female,10to15,4
NE,Middle,Urban,500to999,ELA,White,Male,3to9,6
NE,Middle,Urban,500to999,Math,White,Female,3to9,8
NE,Middle,Urban,500to999,Math,White,Female,10to15,10
NE,Middle,Urban,500to999,NatSci,White,Female,3to9,29
NE,Middle,Urban,500to999,NatSci,White,Female,16Plus,14
NE,Middle,Urban,Lessthan250,ELA,White,Female,3to9,33
NE,Middle,Urban,Lessthan250,Math,Hispanic,Female,16Plus,7
NH,Elementary,Rural,250to499,ELA,White,Male,3to9,23
NH,Elementary,Rural,250to499,NatSci,Hispanic,Female,3to9,10
NH,Elementary,Rural,250to499,NatSci,White,Female,10to15,19
NH,Elementary,Rural,500to999,NatSci,Other,Female,10to15,14
NH,Elementary,Suburban,250to499,ELA,White,Female,16Plus,7
NH,Elementary,Suburban,250to499,Math,White,Female,10to15,13
NH,Elementary,Suburban,250to499,NatSci,Hispanic,Female,3to9,3
NH,Elementary,Suburban,500to999,ELA,White,Female,10to15,18
NH,Elementary,Urban,1000Plus,ELA,White,Female,10to15,23
NH,High,Rural,250to499,ELA,White,Female,16Plus,10
NH,High,Urban,500to999,Math,Hispanic,Female,16Plus,16
NH,High,Urban,500to999,Math,White,Female,3to9,13
NH,Middle,Rural,250to499,ELA,White,Female,16Plus,10
NH,Middle,Suburban,1000Plus,Math,White,Female,16Plus,14
NH,Middle,Town,500to999,Math,White,Female,16Plus,12
NH,Middle,Urban,500to999,NatSci,White,Female,16Plus,13
NJ,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,14
NJ,Elementary,Rural,250to499,NatSci,White,Female,16Plus,11
NJ,Elementary,Rural,500to999,ELA,White,Female,3to9,7
NJ,Elementary,Rural,500to999,ELA,White,Female,10to15,14
NJ,Elementary,Rural,500to999,ELA,White,Female,16Plus,12
NJ,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus,17
NJ,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,4
NJ,Elementary,Suburban,250to499,ELA,White,Female,16Plus,16
NJ,Elementary,Suburban,250to499,Math,White,Female,3to9,9
NJ,Elementary,Suburban,250to499,NatSci,White,Female,3to9,17
NJ,Elementary,Suburban,500to999,ELA,Hispanic,Female,16Plus,17
NJ,Elementary,Suburban,500to999,ELA,Other,Female,10to15,19
NJ,Elementary,Suburban,500to999,ELA,White,Female,16Plus,23
NJ,Elementary,Suburban,500to999,Math,Hispanic,Female,16Plus,6
NJ,Elementary,Suburban,500to999,Math,White,Male,3to9,13
NJ,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,2
NJ,Elementary,Suburban,Lessthan250,Math,Black,Female,10to15,22
NJ,Elementary,Town,250to499,ELA,White,Female,16Plus,6
NJ,Elementary,Town,Lessthan250,NatSci,White,Female,16Plus,10
NJ,Elementary,Urban,1000Plus,ELA,White,Female,3to9,5
NJ,Elementary,Urban,250to499,Math,White,Female,16Plus,13
NJ,Elementary,Urban,250to499,Math,White,Male,16Plus,15
NJ,Elementary,Urban,500to999,Math,White,Female,16Plus,15
NJ,Elementary,Urban,500to999,NatSci,White,Female,10to15,6
NJ,Elementary,Urban,500to999,NatSci,White,Female,16Plus,10
NJ,High,Rural,500to999,ELA,White,Female,10to15,23
NJ,High,Rural,500to999,Math,White,Female,3to9,9
NJ,High,Suburban,1000Plus,Math,White,Female,10to15,10
NJ,High,Suburban,1000Plus,NatSci,Multirace,Male,Lessthan3,8
NJ,High,Suburban,250to499,ELA,Hispanic,Female,3to9,8
NJ,High,Suburban,250to499,ELA,White,Female,3to9,10
NJ,High,Suburban,250to499,ELA,White,Female,10to15,17
NJ,High,Suburban,250to499,ELA,White,Female,16Plus,16
NJ,High,Suburban,250to499,NatSci,White,Female,3to9,13
NJ,High,Suburban,500to999,Math,White,Female,10to15,4
NJ,High,Suburban,500to999,NatSci,White,Female,3to9,16
NJ,High,Suburban,500to999,NatSci,White,Female,16Plus,10
NJ,High,Town,500to999,ELA,White,Female,16Plus,6
NJ,High,Urban,1000Plus,ELA,AIAN,Female,3to9,13
NJ,High,Urban,1000Plus,NatSci,White,Male,16Plus,6
NJ,High,Urban,250to499,ELA,White,Female,16Plus,17
NJ,High,Urban,500to999,ELA,Hispanic,Female,16Plus,12
NJ,Middle,Rural,500to999,NatSci,White,Male,10to15,10
NJ,Middle,Rural,Lessthan250,NatSci,White,Female,16Plus,15
NJ,Middle,Suburban,1000Plus,ELA,Black,Female,10to15,16
NJ,Middle,Suburban,1000Plus,ELA,White,Female,3to9,22
NJ,Middle,Suburban,250to499,ELA,Black,Female,16Plus,9
NJ,Middle,Suburban,250to499,ELA,White,Female,Lessthan3,16
NJ,Middle,Suburban,250to499,ELA,White,Male,16Plus,17
NJ,Middle,Suburban,250to499,NatSci,White,Male,3to9,14
NJ,Middle,Suburban,500to999,ELA,White,Female,16Plus,12
NJ,Middle,Town,250to499,ELA,White,Female,10to15,14
NJ,Middle,Town,500to999,ELA,White,Female,16Plus,9
NJ,Middle,Urban,500to999,Math,White,Female,10to15,7
NM,Elementary,Rural,1000Plus,ELA,Hispanic,Female,16Plus,5
NM,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,8
NM,Elementary,Rural,1000Plus,Math,White,Female,3to9,16
NM,Elementary,Rural,1000Plus,NatSci,White,Female,10to15,13
NM,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus,13
NM,Elementary,Rural,250to499,ELA,Hispanic,Female,16Plus,5
NM,Elementary,Rural,250to499,ELA,White,Female,3to9,14
NM,Elementary,Rural,250to499,ELA,White,Female,16Plus,20
NM,Elementary,Rural,250to499,ELA,White,Male,16Plus,14
NM,Elementary,Rural,250to499,Math,White,Female,10to15,4
NM,Elementary,Rural,250to499,Math,White,Female,16Plus,23
NM,Elementary,Rural,250to499,Math,White,Male,3to9,1
NM,Elementary,Rural,250to499,NatSci,White,Female,3to9,12
NM,Elementary,Rural,250to499,NatSci,White,Female,10to15,4
NM,Elementary,Rural,250to499,NatSci,White,Female,16Plus,9
NM,Elementary,Rural,250to499,NatSci,White,Male,16Plus,8
NM,Elementary,Rural,500to999,ELA,AIAN,Female,16Plus,9
NM,Elementary,Rural,500to999,ELA,Asian,Female,16Plus,4
NM,Elementary,Rural,500to999,ELA,Black,Male,16Plus,20
NM,Elementary,Rural,500to999,ELA,White,Female,3to9,15
NM,Elementary,Rural,500to999,ELA,White,Female,10to15,5
NM,Elementary,Rural,500to999,ELA,White,Female,16Plus,19
NM,Elementary,Rural,500to999,ELA,White,Male,16Plus,11
NM,Elementary,Rural,500to999,Math,AIAN,Female,3to9,8
NM,Elementary,Rural,500to999,Math,Hispanic,Female,16Plus,8
NM,Elementary,Rural,500to999,Math,White,Female,3to9,11
NM,Elementary,Rural,500to999,Math,White,Female,10to15,25
NM,Elementary,Rural,500to999,Math,White,Female,16Plus,24
NM,Elementary,Rural,500to999,Math,White,Male,Lessthan3,4
NM,Elementary,Rural,500to999,Math,White,Male,16Plus,16
NM,Elementary,Rural,500to999,NatSci,Black,Female,16Plus,6
NM,Elementary,Rural,500to999,NatSci,White,Female,10to15,10
NM,Elementary,Rural,500to999,NatSci,White,Male,10to15,17
NM,Elementary,Rural,Lessthan250,NatSci,White,Female,16Plus,24
NM,Elementary,Suburban,1000Plus,ELA,White,Female,10to15,14
NM,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,19
NM,Elementary,Suburban,1000Plus,ELA,White,Male,10to15,12
NM,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus,16
NM,Elementary,Suburban,1000Plus,Math,White,Female,3to9,15
NM,Elementary,Suburban,1000Plus,Math,White,Female,10to15,12
NM,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,7
NM,Elementary,Suburban,1000Plus,Math,White,Male,16Plus,18
NM,Elementary,Suburban,1000Plus,NatSci,Black,Female,16Plus,14
NM,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,8
NM,Elementary,Suburban,1000Plus,NatSci,White,Female,10to15,9
NM,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,19
NM,Elementary,Suburban,250to499,ELA,Black,Female,16Plus,15
NM,Elementary,Suburban,250to499,ELA,White,Female,3to9,18
NM,Elementary,Suburban,250to499,ELA,White,Female,10to15,16
NM,Elementary,Suburban,250to499,ELA,White,Female,16Plus,25
NM,Elementary,Suburban,250to499,ELA,White,Male,10to15,17
NM,Elementary,Suburban,250to499,Math,White,Female,3to9,14
NM,Elementary,Suburban,250to499,Math,White,Female,16Plus,4
NM,Elementary,Suburban,250to499,NatSci,White,Female,Lessthan3,9
NM,Elementary,Suburban,250to499,NatSci,White,Female,3to9,7
NM,Elementary,Suburban,250to499,NatSci,White,Female,10to15,23
NM,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,19
NM,Elementary,Suburban,250to499,NatSci,White,Male,3to9,21
NM,Elementary,Suburban,500to999,ELA,Black,Female,16Plus,26
NM,Elementary,Suburban,500to999,ELA,White,Female,3to9,22
NM,Elementary,Suburban,500to999,ELA,White,Female,10to15,34
NM,Elementary,Suburban,500to999,ELA,White,Male,10to15,15
NM,Elementary,Suburban,500to999,ELA,White,Male,16Plus,21
NM,Elementary,Suburban,500to999,Math,Hispanic,Female,16Plus,12
NM,Elementary,Suburban,500to999,Math,Multirace,Female,3to9,10
NM,Elementary,Suburban,500to999,Math,White,Female,3to9,31
NM,Elementary,Suburban,500to999,Math,White,Female,10to15,11
NM,Elementary,Suburban,500to999,Math,White,Female,16Plus,14
NM,Elementary,Suburban,500to999,Math,White,Male,16Plus,12
NM,Elementary,Suburban,500to999,NatSci,Black,Female,16Plus,3
NM,Elementary,Suburban,500to999,NatSci,White,Female,3to9,13
NM,Elementary,Suburban,500to999,NatSci,White,Female,10to15,14
NM,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,18
NM,Elementary,Suburban,500to999,NatSci,White,Male,10to15,12
NM,Elementary,Suburban,Lessthan250,ELA,Hispanic,Male,3to9,7
NM,Elementary,Suburban,Lessthan250,ELA,Multirace,Female,16Plus,13
NM,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus,20
NM,Elementary,Suburban,Lessthan250,Math,Black,Male,16Plus,13
NM,Elementary,Suburban,Lessthan250,NatSci,Hispanic,Female,10to15,9
NM,Elementary,Suburban,Lessthan250,NatSci,Hispanic,Female,16Plus,9
NM,Elementary,Suburban,Lessthan250,NatSci,White,Female,3to9,21
NM,Elementary,Town,1000Plus,ELA,White,Female,16Plus,8
NM,Elementary,Town,1000Plus,Math,White,Female,10to15,9
NM,Elementary,Town,1000Plus,Math,White,Female,16Plus,5
NM,Elementary,Town,1000Plus,NatSci,White,Female,3to9,6
NM,Elementary,Town,250to499,ELA,White,Female,3to9,7
NM,Elementary,Town,250to499,ELA,White,Female,10to15,12
NM,Elementary,Town,250to499,Math,Hispanic,Female,3to9,15
NM,Elementary,Town,250to499,Math,White,Female,10to15,14
NM,Elementary,Town,250to499,Math,White,Female,16Plus,16
NM,Elementary,Town,250to499,NatSci,White,Female,3to9,10
NM,Elementary,Town,250to499,NatSci,White,Female,10to15,9
NM,Elementary,Town,250to499,NatSci,White,Female,16Plus,13
NM,Elementary,Town,500to999,ELA,Asian,Female,3to9,6
NM,Elementary,Town,500to999,ELA,White,Female,3to9,17
NM,Elementary,Town,500to999,ELA,White,Female,10to15,18
NM,Elementary,Town,500to999,ELA,White,Female,16Plus,5
NM,Elementary,Town,500to999,ELA,White,Male,3to9,8
NM,Elementary,Town,500to999,ELA,White,Male,10to15,11
NM,Elementary,Town,500to999,ELA,White,Male,16Plus,23
NM,Elementary,Town,500to999,Math,White,Female,10to15,17
NM,Elementary,Town,500to999,Math,White,Male,16Plus,5
NM,Elementary,Town,500to999,NatSci,Hispanic,Female,3to9,7
NM,Elementary,Town,500to999,NatSci,White,Female,10to15,14
NM,Elementary,Town,500to999,NatSci,White,Female,16Plus,33
NM,Elementary,Town,Lessthan250,ELA,Black,Male,16Plus,16
NM,Elementary,Town,Lessthan250,ELA,Hispanic,Female,16Plus,12
NM,Elementary,Town,Lessthan250,ELA,White,Female,10to15,18
NM,Elementary,Town,Lessthan250,Math,White,Female,10to15,5
NM,Elementary,Town,Lessthan250,Math,White,Female,16Plus,21
NM,Elementary,Urban,1000Plus,ELA,Hispanic,Female,10to15,9
NM,Elementary,Urban,1000Plus,ELA,White,Female,3to9,14
NM,Elementary,Urban,1000Plus,ELA,White,Female,10to15,10
NM,Elementary,Urban,1000Plus,ELA,White,Female,16Plus,13
NM,Elementary,Urban,1000Plus,Math,Multirace,Male,16Plus,13
NM,Elementary,Urban,1000Plus,Math,White,Female,3to9,9
NM,Elementary,Urban,1000Plus,NatSci,Black,Female,16Plus,11
NM,Elementary,Urban,1000Plus,NatSci,Multirace,Female,10to15,11
NM,Elementary,Urban,1000Plus,NatSci,White,Female,10to15,14
NM,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus,10
NM,Elementary,Urban,250to499,ELA,Asian,Female,16Plus,8
NM,Elementary,Urban,250to499,ELA,Other,Female,16Plus,14
NM,Elementary,Urban,250to499,ELA,White,Female,3to9,18
NM,Elementary,Urban,250to499,ELA,White,Female,10to15,10
NM,Elementary,Urban,250to499,ELA,White,Female,16Plus,18
NM,Elementary,Urban,250to499,ELA,White,Male,16Plus,6
NM,Elementary,Urban,250to499,Math,White,Female,16Plus,12
NM,Elementary,Urban,250to499,Math,White,Male,16Plus,14
NM,Elementary,Urban,250to499,NatSci,Asian,Female,10to15,12
NM,Elementary,Urban,250to499,NatSci,White,Female,16Plus,10
NM,Elementary,Urban,250to499,NatSci,White,Male,10to15,7
NM,Elementary,Urban,250to499,NatSci,White,Male,16Plus,10
NM,Elementary,Urban,500to999,ELA,Black,Female,10to15,19
NM,Elementary,Urban,500to999,ELA,Hispanic,Female,10to15,11
NM,Elementary,Urban,500to999,ELA,White,Female,3to9,36
NM,Elementary,Urban,500to999,ELA,White,Female,10to15,15
NM,Elementary,Urban,500to999,ELA,White,Female,16Plus,44
NM,Elementary,Urban,500to999,ELA,White,Male,16Plus,10
NM,Elementary,Urban,500to999,Math,Black,Female,10to15,11
NM,Elementary,Urban,500to999,Math,Multirace,Female,16Plus,17
NM,Elementary,Urban,500to999,Math,White,Female,10to15,12
NM,Elementary,Urban,500to999,Math,White,Female,16Plus,16
NM,Elementary,Urban,500to999,Math,White,Male,10to15,10
NM,Elementary,Urban,500to999,Math,White,Male,16Plus,7
NM,Elementary,Urban,500to999,NatSci,Black,Female,16Plus,10
NM,Elementary,Urban,500to999,NatSci,White,Female,3to9,16
NM,Elementary,Urban,500to999,NatSci,White,Female,10to15,18
NM,Elementary,Urban,500to999,NatSci,White,Female,16Plus,14
NM,Elementary,Urban,Lessthan250,ELA,White,Female,3to9,16
NM,Elementary,Urban,Lessthan250,ELA,White,Male,3to9,15
NM,High,Rural,1000Plus,ELA,White,Female,3to9,5
NM,High,Rural,1000Plus,ELA,White,Female,16Plus,12
NM,High,Rural,1000Plus,Math,White,Female,3to9,8
NM,High,Rural,1000Plus,Math,White,Female,16Plus,4
NM,High,Rural,1000Plus,Math,White,Male,3to9,9
NM,High,Rural,250to499,Math,White,Female,3to9,9
NM,High,Rural,250to499,NatSci,White,Female,Lessthan3,7
NM,High,Rural,250to499,NatSci,White,Female,10to15,21
NM,High,Rural,250to499,NatSci,White,Female,16Plus,26
NM,High,Rural,500to999,ELA,Multirace,Female,10to15,16
NM,High,Rural,500to999,ELA,White,Female,3to9,14
NM,High,Rural,500to999,ELA,White,Female,10to15,6
NM,High,Rural,500to999,ELA,White,Female,16Plus,6
NM,High,Rural,500to999,ELA,White,Male,16Plus,11
NM,High,Rural,500to999,Math,Hispanic,Male,10to15,16
NM,High,Rural,500to999,Math,White,Female,16Plus,15
NM,High,Rural,500to999,NatSci,Multirace,Female,16Plus,19
NM,High,Rural,500to999,NatSci,White,Female,10to15,12
NM,High,Rural,Lessthan250,ELA,Black,Female,16Plus,11
NM,High,Rural,Lessthan250,ELA,White,Female,16Plus,16
NM,High,Rural,Lessthan250,Math,White,Female,10to15,13
NM,High,Rural,Lessthan250,Math,White,Female,16Plus,8
NM,High,Rural,Lessthan250,NatSci,White,Female,3to9,5
NM,High,Suburban,1000Plus,ELA,White,Female,10to15,8
NM,High,Suburban,1000Plus,ELA,White,Female,16Plus,10
NM,High,Suburban,1000Plus,Math,Hispanic,Female,3to9,4
NM,High,Suburban,1000Plus,Math,White,Female,10to15,12
NM,High,Suburban,1000Plus,Math,White,Female,16Plus,41
NM,High,Suburban,1000Plus,NatSci,White,Female,3to9,20
NM,High,Suburban,250to499,ELA,AIAN,Female,10to15,5
NM,High,Suburban,250to499,ELA,Hispanic,Female,3to9,18
NM,High,Suburban,250to499,ELA,White,Female,16Plus,9
NM,High,Suburban,250to499,Math,Hispanic,Female,16Plus,20
NM,High,Suburban,250to499,Math,Hispanic,Male,10to15,19
NM,High,Suburban,250to499,Math,White,Female,3to9,9
NM,High,Suburban,250to499,Math,White,Female,16Plus,29
NM,High,Suburban,250to499,Math,White,Male,3to9,12
NM,High,Suburban,250to499,NatSci,White,Female,3to9,24
NM,High,Suburban,250to499,NatSci,White,Female,10to15,4
NM,High,Suburban,250to499,NatSci,White,Female,16Plus,15
NM,High,Suburban,500to999,ELA,White,Female,3to9,25
NM,High,Suburban,500to999,ELA,White,Female,10to15,17
NM,High,Suburban,500to999,ELA,White,Female,16Plus,5
NM,High,Suburban,500to999,ELA,White,Male,3to9,11
NM,High,Suburban,500to999,ELA,White,Male,16Plus,16
NM,High,Suburban,500to999,Math,Hispanic,Female,10to15,18
NM,High,Suburban,500to999,Math,White,Female,16Plus,46
NM,High,Suburban,500to999,NatSci,White,Female,3to9,19
NM,High,Suburban,500to999,NatSci,White,Female,10to15,7
NM,High,Suburban,500to999,NatSci,White,Female,16Plus,35
NM,High,Suburban,500to999,NatSci,White,Male,3to9,19
NM,High,Suburban,Lessthan250,ELA,Hispanic,Female,16Plus,15
NM,High,Suburban,Lessthan250,ELA,White,Male,10to15,12
NM,High,Suburban,Lessthan250,NatSci,White,Male,3to9,15
NM,High,Town,1000Plus,ELA,White,Female,10to15,5
NM,High,Town,1000Plus,ELA,White,Female,16Plus,14
NM,High,Town,1000Plus,Math,White,Female,10to15,10
NM,High,Town,1000Plus,NatSci,White,Female,10to15,10
NM,High,Town,250to499,ELA,White,Female,3to9,21
NM,High,Town,250to499,ELA,White,Female,10to15,14
NM,High,Town,250to499,ELA,White,Female,16Plus,6
NM,High,Town,250to499,Math,White,Female,3to9,22
NM,High,Town,250to499,Math,White,Female,16Plus,18
NM,High,Town,250to499,Math,White,Male,10to15,14
NM,High,Town,250to499,NatSci,White,Female,10to15,14
NM,High,Town,500to999,Math,Black,Male,16Plus,11
NM,High,Town,500to999,Math,White,Female,3to9,21
NM,High,Town,500to999,Math,White,Female,10to15,12
NM,High,Town,500to999,Math,White,Male,16Plus,8
NM,High,Urban,1000Plus,ELA,White,Female,3to9,14
NM,High,Urban,1000Plus,ELA,White,Female,10to15,9
NM,High,Urban,1000Plus,Math,White,Female,10to15,25
NM,High,Urban,1000Plus,Math,White,Female,16Plus,9
NM,High,Urban,1000Plus,NatSci,White,Female,16Plus,20
NM,High,Urban,250to499,ELA,Asian,Female,10to15,10
NM,High,Urban,250to499,ELA,White,Female,3to9,6
NM,High,Urban,250to499,ELA,White,Female,16Plus,21
NM,High,Urban,250to499,ELA,White,Male,10to15,10
NM,High,Urban,250to499,Math,White,Female,3to9,16
NM,High,Urban,250to499,Math,White,Female,16Plus,19
NM,High,Urban,250to499,NatSci,White,Female,3to9,15
NM,High,Urban,250to499,NatSci,White,Female,10to15,23
NM,High,Urban,500to999,ELA,White,Female,3to9,18
NM,High,Urban,500to999,ELA,White,Female,10to15,27
NM,High,Urban,500to999,ELA,White,Male,10to15,16
NM,High,Urban,500to999,Math,White,Female,3to9,16
NM,High,Urban,500to999,NatSci,White,Female,3to9,8
NM,High,Urban,500to999,NatSci,White,Female,10to15,8
NM,High,Urban,Lessthan250,ELA,Hispanic,Female,3to9,11
NM,High,Urban,Lessthan250,NatSci,White,Female,3to9,14
NM,Middle,Rural,1000Plus,ELA,White,Female,3to9,11
NM,Middle,Rural,1000Plus,ELA,White,Female,16Plus,21
NM,Middle,Rural,1000Plus,ELA,White,Male,10to15,19
NM,Middle,Rural,1000Plus,Math,White,Female,10to15,13
